"","x"
"RTCA",-17.7573099415205
"CDC14A",-1.31432748538012
"VCAM1",-0.788828689370485
"EXTL2",-4.63815789473684
"AC104506.1",-1.16666666666667
"SLC30A7",-1.14449317738791
"DPH5",-1.0453216374269
"AC093157.2",-0.666666666666667
"AC093157.1",-31.8859649122807
"S1PR1",-17.8178780284043
"COL11A1",-1.5
"RNPC3",-0.987329434697856
"AMY2B",-1.31907894736842
"PRMT6",-1.64766081871345
"VAV3",-1.12573099415205
"LINC02785",-2
"SLC25A24",-0.809576023391813
"AL359258.2",-1
"FAM102B",-0.942982456140351
"HENMT1",-1.62865497076023
"PRPF38B",-0.922514619883041
"STXBP3",-1.20321637426901
"GPSM2",-2.06432748538012
"CLCC1",-0.980994152046784
"WDR47",-1.66033138401559
"TAF13",-32.4269005847953
"AL356488.3",-1.33333333333333
"TMEM167B",-0.795321637426901
"AL356488.2",-0.314327485380117
"KIAA1324",-69.1052631578947
"SARS",-1.48684210526316
"CELSR2",-3.09844054580897
"PSRC1",-2.22624269005848
"SORT1",-0.767909356725146
"PSMA5",-1.05957602339181
"SYPL2",-0.771442495126706
"ATXN7L2",6.83918128654971
"CYB561D1",-0.843859649122807
